"ProblemID","RoundID","PS_Link","Contestants","Registrants","SuccessfulContestants","machine_learning","improve","target","data_type","data_external","task_type","submission_type","scoring_type","provisional_testing","system_vs_provisional","prize_nonmonetary","prize_threshold","data_volume","engagement_barrier","scoring_complexity","prize_pool","prize_extras","prize_number","prize_first","NumRounds","FirstSubmissionTime","Experience","ContestNoise"
14399,16829,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16829&pm=14399",11,12,7,"1-Yes","1-Yes","1-Quality","2-Image","1-Yes","4-Inference","1-Code","1-Absolute","1-Shared","1-Similar","1-Yes","1-Yes",2.,4.,3.,10000.,0.,5.,4000.,2,3684711892,509,0.09271822994454955
14439,16835,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16835&pm=14439",42,42,26,"1-Yes","2-No","1-Quality","2-Image","2-No","6-Segmentation","2-List of Answers","1-Absolute","1-Shared","1-Similar","2-No","2-No",4.,3.,3.,35000.,500.,5.,10000.,1,3689229076,382,0
14445,16838,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16838&pm=14445",8,8,8,"2-No","2-No","1-Quality","0-No data","2-No","3-Optimization","1-Code","2-Relative","1-Shared","1-Similar","2-No","2-No",1.,2.,1.5,0.,0.,0.,0.,1,3688553671,431,0.00743274287252804
14446,16826,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16826&pm=14446",39,43,24,"1-Yes","2-No","1-Quality","3-Signal","2-No","7-Prediction","1-Code","1-Absolute","2-TC preferred","1-Similar","2-No","2-No",2.,2.5,2.,7000.,0.,4.,2500.,1,3688123107,651,0.01577942974267004
14485,16857,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16857&pm=14485",70,70,64,"2-No","2-No","1-Quality","0-No data","2-No","3-Optimization","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",1.,1.,2.,0.,0.,0.,0.,1,3692587090,984,0
14543,16887,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16887&pm=14543",80,80,72,"2-No","2-No","1-Quality","0-No data","2-No","3-Optimization","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",1.,2.,2.,0.,0.,0.,0.,1,3697416583,1280,0.01060614894066461
14551,16892,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16892&pm=14551",14,14,13,"1-Yes","1-Yes","1-Quality","2-Image","1-Yes","6-Segmentation","2-List of Answers","1-Absolute","1-Shared","1-Similar","2-No","1-Yes",4.,3.5,3.,15500.,5000.,3.,6000.,1,3699172243,313,0
14565,16903,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16903&pm=14565",146,148,136,"2-No","2-No","1-Quality","0-No data","2-No","3-Optimization","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",1.,2.,1.5,0.,0.,0.,0.,1,3701037369,2179,0.026409841118244397
14599,16928,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16928&pm=14599",107,108,104,"2-No","2-No","1-Quality","0-No data","2-No","2-Strategy","1-Code","2-Relative","1-Shared","1-Similar","2-No","2-No",1.,2.,1.5,0.,0.,0.,0.,1,3703462631,2177,0.02881361553408453
14615,16930,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16930&pm=14615",28,28,28,"2-No","2-No","1-Quality","0-No data","2-No","1-Exploration","1-Code","2-Relative","1-Shared","1-Similar","2-No","2-No",1.,1.5,1.,0.,0.,0.,0.,1,3704572300,775,0.08061848065555403
14622,16950,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16950&pm=14622",65,65,63,"1-Yes","2-No","1-Quality","2-Image","1-Yes","6-Segmentation","2-List of Answers","1-Absolute","2-TC preferred","1-Similar","2-No","1-Yes",2.,3.,2.5,26000.,0.,5.,10000.,1,3709065483,917,0.08407410087666849
14636,16944,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16944&pm=14636",120,120,115,"2-No","2-No","1-Quality","0-No data","2-No","2-Strategy","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",1.,2.,1.,0.,0.,0.,0.,1,3708294785,2543,0.07320785612796114
14638,16937,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16937&pm=14638",37,37,34,"1-Yes","2-No","1-Quality","3-Signal","1-Yes","4-Inference","2-List of Answers","1-Absolute","2-TC preferred","1-Similar","2-No","2-No",2.,3.,3.,50000.,2000.,5.,20000.,1,3710372576,857,0
14678,16958,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16958&pm=14678",70,71,68,"2-No","2-No","1-Quality","0-No data","2-No","3-Optimization","1-Code","2-Relative","1-Shared","1-Similar","2-No","2-No",1.,2.,2.,0.,0.,0.,0.,1,3711928926,1013,0.04141625712111739
14679,16981,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16981&pm=14679",90,90,89,"2-No","2-No","1-Quality","0-No data","2-No","3-Optimization","1-Code","2-Relative","1-Shared","1-Similar","2-No","2-No",1.,1.5,1.,0.,0.,1.5,0.,1,3713050576,1488,0.015404891650447608
14691,16978,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16978&pm=14691",56,56,49,"1-Yes","2-No","1-Quality","3-Signal","1-Yes","5-Classification","2-List of Answers","1-Absolute","2-TC preferred","1-Similar","2-No","2-No",2.,3.,2.,26000.,0.,5.,10000.,1,3712565478,778,0.16756875829427947
14703,17007,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=17007&pm=14703",54,56,51,"1-Yes","1-Yes","1-Quality","2-Image","1-Yes","6-Segmentation","2-List of Answers","1-Absolute","1-Shared","2-Different","2-No","2-No",3.,3.,2.,39500.,1500.,5.,11000.,1,3717191845,598,0
14713,17004,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=17004&pm=14713",23,23,19,"1-Yes","1-Yes","1-Quality","2-Image","1-Yes","8-Detection","2-List of Answers","1-Absolute","2-TC preferred","1-Similar","2-No","1-Yes",3.,3.,2.5,15000.,0.,5.,7000.,1,3716173196,587,0.23109836527367042
14722,16959,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16959&pm=14722",68,68,65,"2-No","2-No","1-Quality","2-Image","2-No","3-Optimization","1-Code","2-Relative","1-Shared","1-Similar","2-No","2-No",1.,2.,1.5,0.,0.,0.,0.,1,3716163261,1238,0.012514828102116873
14733,17020,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=17020&pm=14733",12,12,12,"2-No","2-No","1-Quality","0-No data","2-No","2-Strategy","1-Code","2-Relative","1-Shared","1-Similar","2-No","2-No",1.,2.,2.,0.,0.,0.,0.,1,3717667372,625,0.00283065302061187
14741,17052,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=17052&pm=14741",40,41,34,"2-No","2-No","1-Quality","0-No data","2-No","3-Optimization","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",1.,2.,1.,0.,0.,0.,0.,1,3722826901,712,0.0158300814835672
14799,17070,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=17070&pm=14799",30,32,30,"1-Yes","2-No","1-Quality","2-Image","1-Yes","6-Segmentation","2-List of Answers","1-Absolute","2-TC preferred","1-Similar","2-No","1-Yes",3.,3.,2.,29000.,3000.,5.,10000.,1,3726938104,622,0.2295733291289117
14816,17063,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=17063&pm=14816",111,111,109,"2-No","2-No","1-Quality","0-No data","2-No","3-Optimization","1-Code","2-Relative","1-Shared","1-Similar","2-No","2-No",1.,1.,1.,0.,0.,0.,0.,1,3725839321,1945,0.02268000092853718
