"stratum","round_id","coder_id","handle","point_total","num_submissions","attended","system_point_total","placed","old_rating","new_rating","old_vol","new_vol","rated_ind","advanced","provisional_placed","num_ratings","contestants_above","contestants_below","contestants_equal","sys_pos_percentile","first_pos_sub_time","last_pos_sub_time","contest_num","newcomer","Number_of_positive_subm","Number_of_complexities","Complexity_First","Complexity_Last","Complexity_Mean"
6.,16887,22748044,"mugurelionut",514477.21,22,"Y",524138.52,4,2407,2436,394,358,1,"N",4,14,3,68,0,95.77464788732394,3697747457,3698617712,14,"False",22,22,129,328,267.72727272727275
6.,16702,22748044,"mugurelionut",966804.46,25,"Y",974776.53,5,2308,2385,519,489,1,"N",8,11,4,116,0,96.66666666666667,3669494181,3670157842,11,"False",25,25,138,387,304.76
6.,16704,22748044,"mugurelionut",998695.92,80,"Y",996415.89,11,2393,2407,438,394,1,"N",6,13,10,80,0,88.88888888888889,3675670900,3676813063,13,"False",80,80,117,371,273.525
6.,16887,22768223,"Daiver19",499011.87,5,"Y",507210.52,24,1788,1757,300,275,1,"N",23,22,23,48,0,67.6056338028169,3697911954,3698602244,27,"False",5,5,135,192,173.2
6.,16702,22768223,"Daiver19",889409.26,5,"Y",890043.91,21,1641,1710,343,337,1,"N",22,19,20,100,0,83.33333333333334,3669400023,3669891160,24,"False",5,5,157,186,174.
6.,16704,22768223,"Daiver19",990117.05,12,"Y",987470.02,21,1723,1788,303,300,1,"N",22,21,20,70,0,77.77777777777779,3675968617,3676810932,26,"False",12,12,182,367,282.25
6.,16887,22827765,"agw",508907.68,11,"Y",518393.72,12,1947,1947,157,141,1,"N",12,24,11,60,0,84.50704225352112,3697512343,3698616233,27,"False",11,11,59,586,484.8181818181818
6.,16702,22827765,"agw",877642.72,13,"Y",875248.96,28,1925,1914,161,146,1,"N",28,20,27,93,0,77.5,3669844158,3670135172,22,"False",13,13,326,359,347.2307692307692
6.,16704,22827765,"agw",994425.75,27,"Y",992018.2,17,1950,1986,149,151,1,"N",15,22,16,74,0,82.22222222222221,3675701332,3676785698,24,"False",27,27,165,606,486.18518518518516
6.,16887,22828541,"andresduque",501843.54,1,"Y",511033.37,20,1544,1573,316,290,1,"N",20,37,19,52,0,73.23943661971832,3698611615,3698611615,48,"False",1,1,81,81,81.
6.,16702,22828541,"andresduque",593994.54,3,"Y",595438.15,67,1526,1487,332,308,1,"N",67,30,66,54,0,45.,3669604417,3670125149,36,"False",3,3,118,127,123.33333333333333
6.,16704,22828541,"andresduque",880748.54,3,"Y",879734.98,50,1576,1570,331,298,1,"N",51,32,49,41,0,45.55555555555556,3676666861,3676788602,38,"False",3,3,154,233,182.
6.,16887,22846688,"Pag2",458932.05,17,"Y",473976.81,45,1306,1271,227,217,1,"N",45,41,44,27,0,38.028169014084504,3697517188,3698320800,44,"False",17,17,11,178,93.70588235294117
6.,16702,22846688,"Pag2",462072.75,2,"Y",460243.11,81,1126,1129,263,237,1,"N",82,36,80,40,0,33.33333333333333,3670139772,3670158102,38,"False",2,2,247,256,251.5
6.,16704,22846688,"Pag2",884892.81,15,"Y",870571.16,51,1184,1249,241,254,1,"N",50,38,50,40,0,44.44444444444444,3675653148,3676780953,40,"False",15,15,29,279,167.46666666666667
6.,16887,22906664,"shilov",477350.88,4,"Y",486982.85,39,1402,1379,294,267,1,"N",39,21,38,33,0,46.478873239436616,3697469094,3697702806,21,"False",4,4,40,73,56.25
6.,16702,22906664,"shilov",835169.68,16,"Y",834351.89,40,1486,1523,264,246,1,"N",40,16,39,81,0,67.5,3669019134,3670131526,16,"False",16,16,68,303,148.3125
6.,16704,22906664,"shilov",772468.74,13,"Y",778193.37,70,1612,1530,281,299,1,"N",70,18,69,21,0,23.333333333333332,3675666760,3676190613,18,"False",13,13,80,221,153.23076923076923
6.,16887,22912209,"okazaki",496131.78,30,"Y",505131.13,27,1629,1609,260,236,1,"N",27,23,26,45,0,63.38028169014085,3697544527,3698622615,24,"False",30,30,100,448,282.53333333333336
6.,16702,22912209,"okazaki",660179.9,17,"Y",659733.65,62,1606,1562,323,301,1,"N",62,19,61,59,0,49.166666666666664,3669179462,3670158549,20,"False",17,17,77,338,203.11764705882354
6.,16704,22912209,"okazaki",862745.26,22,"Y",852586.01,54,1666,1629,278,260,1,"N",53,22,53,37,0,41.11111111111111,3675688669,3676592259,23,"False",22,22,92,378,205.45454545454547
6.,16887,22924522,"hakomo",514758.94,2,"Y",524615.68,1,2006,2191,348,482,1,"N",1,12,0,71,0,100.,3697708349,3697910830,12,"False",2,2,80,63,71.5
6.,16702,22924522,"hakomo",935224.73,7,"Y",935419.52,13,1479,1648,357,425,1,"N",14,6,12,108,0,90.,3669114297,3670149735,6,"False",7,7,53,156,124.14285714285714
6.,16704,22924522,"hakomo",972676.38,7,"Y",971168.22,32,1813,1829,383,338,1,"N",33,9,31,59,0,65.55555555555556,3675813143,3676510081,9,"False",7,7,185,213,207.71428571428572
6.,16887,22931891,"natsugiri",499276.68,6,"Y",509051.76,22,1131,1249,236,305,1,"N",22,12,21,50,0,70.4225352112676,3697977929,3698190106,12,"False",6,6,32,73,47.5
6.,16704,22931891,"natsugiri",489224.77,1,"Y",534865.68,81,1190,1131,235,236,1,"N",81,11,80,10,0,11.11111111111111,3676369940,3676369940,11,"False",1,1,74,74,74.
6.,16887,23014542,"daved_87",463237.54,5,"Y",478817.06,43,997,1048,259,238,1,"N",43,6,42,29,0,40.845070422535215,3697631517,3698593098,7,"False",4,3,"",152,132.
6.,16704,23014542,"daved_87",781182.58,4,"Y",779809.44,68,957,1025,389,336,1,"N",69,3,67,23,0,25.555555555555554,3676483895,3676740867,3,"False",4,4,156,293,213.25
6.,16887,23100980,"EvbCFfp1XB",509329.14,2,"Y",519315.36,11,1622,1697,464,446,1,"N",11,47,10,61,0,85.91549295774648,3698144233,3698597873,61,"False",2,2,119,290,204.5
6.,16702,23100980,"EvbCFfp1XB",814035.66,4,"Y",808172.07,45,2022,1967,394,377,1,"N",45,36,44,76,0,63.33333333333333,3669978585,3670088267,41,"False",4,4,441,472,456.5
6.,16704,23100980,"EvbCFfp1XB",994776.32,8,"Y",993678.57,14,2002,2048,356,339,1,"N",14,39,13,77,0,85.55555555555556,3675966888,3676797224,44,"False",8,8,507,638,581.875
6.,16887,23122212,"simanman",497057.46,18,"Y",507058.45,25,1751,1739,659,590,1,"N",26,22,24,47,0,66.19718309859155,3697604094,3698584168,23,"False",18,18,60,97,96.27777777777777
6.,16702,23122212,"simanman",888054.99,57,"Y",883241.32,26,1447,1535,473,455,1,"N",25,16,25,95,0,79.16666666666666,3668953547,3670159074,17,"False",57,57,3,119,139.6315789473684
6.,16704,23122212,"simanman",972632.98,72,"Y",969312.69,33,1719,1747,435,392,1,"N",34,19,32,58,0,64.44444444444444,3675732930,3676805981,20,"False",71,71,71,239,192.1549295774648
6.,16887,23193535,"damekamo",506947.22,11,"Y",517142.67,13,1392,1511,264,316,1,"N",13,9,12,59,0,83.09859154929578,3697864468,3698564280,9,"False",11,11,80,86,85.45454545454545
6.,16704,23193535,"damekamo",807357.99,9,"Y",835097.19,57,1534,1516,174,155,1,"N",64,7,56,34,0,37.77777777777778,3675909077,3676527077,7,"False",9,9,91,181,143.77777777777777
6.,16887,23285989,"kuuso1",505856.28,9,"Y",515197.3,15,1392,1488,189,247,1,"N",14,12,14,57,0,80.28169014084507,3698275393,3698584442,12,"False",9,9,175,252,216.77777777777777
6.,16702,23285989,"kuuso1",582972.24,15,"Y",580334.03,70,1495,1448,283,262,1,"N",71,8,69,51,0,42.5,3669278434,3670148311,8,"False",15,15,183,448,361.93333333333334
6.,16704,23285989,"kuuso1",830809.98,12,"Y",821963.77,60,1418,1414,237,209,1,"N",58,10,59,31,0,34.44444444444444,3676294152,3676804577,10,"False",12,12,234,399,316.3333333333333
6.,16887,40007407,"J.Bogusz",491972.96,7,"Y",502181.5,30,1443,1456,298,263,1,"N",31,10,29,42,0,59.154929577464785,3698259098,3698588407,12,"False",7,7,109,163,137.42857142857142
6.,16702,40007407,"J.Bogusz",676887.07,5,"Y",683597.73,57,1244,1294,354,309,1,"N",58,4,56,64,0,53.333333333333336,3669694117,3670159746,4,"False",5,5,72,175,139.
6.,16887,40382260,"RobCoder96",361177.4,2,"Y",371072.36,61,852,840,498,422,1,"N",61,5,60,11,0,15.492957746478872,3697873746,3697906627,4,"False",2,2,29,28,28.5
6.,16702,40382260,"RobCoder96",190178.81,7,"Y",180362.92,112,1431,1146,385,466,1,"N",110,2,111,6,3,5.128205128205128,3669486988,3670076238,2,"False",5,5,4,3,3.8
7.,13872,7213681,"wleite",967,48,"Y",239416,6,2509,2460,229,238,1,"N",6,37,5,4,0,44.44444444444444,3452948156,3452975193,41,"False",48,48,9,62,49.020833333333336
7.,15154,7213681,"wleite",694660.27,25,"Y",689466.75,3,2497,2563,350,351,1,"N",3,66,2,9,0,81.81818181818183,3558089209,3558131649,75,"False",25,25,1,254,150.16
7.,17020,7213681,"wleite",891256.97,12,"Y",872479.91,3,2575,2629,379,371,1,"N",3,126,2,9,0,81.81818181818183,3717667618,3717701454,156,"False",12,12,4,168,83.41666666666667
7.,13872,10597114,"Psyho",1044.5,147,"Y",248857.5,2,2877,2877,372,341,1,"N",1,29,1,8,0,88.88888888888889,3452948398,3452975214,39,"False",145,145,32,115,76.29655172413793
7.,14275,10597114,"Psyho",6.98,38,"Y",283.11,5,2890,2853,345,328,1,"N",6,33,4,7,0,63.63636363636363,3495899067,3495970984,45,"False",37,37,76,167,128.67567567567568
7.,15154,10597114,"Psyho",784452.82,64,"Y",756503.96,2,2753,2805,339,333,1,"N",1,43,1,10,0,90.9090909090909,3558090449,3558131685,61,"False",64,64,27,165,131.5
7.,17020,10597114,"Psyho",925987.91,55,"Y",920283.53,1,2951,3022,373,381,1,"N",1,80,0,11,0,100.,3717667488,3717701101,115,"False",55,55,24,132,92.50909090909092
7.,13872,11789293,"nhzp339",1017,41,"Y",244767,3,2029,2132,399,411,1,"N",4,11,2,7,0,77.77777777777779,3452949760,3452975332,14,"False",41,41,70,85,79.82926829268293
7.,14275,11789293,"nhzp339",7.39,15,"Y",280.39,6,2255,2295,319,300,1,"N",3,18,5,6,0,54.54545454545454,3495914640,3495971951,24,"False",15,15,65,103,98.26666666666667
7.,15154,11789293,"nhzp339",394879.84,32,"Y",388210.92,11,2733,2619,258,351,1,"N",11,30,10,1,0,9.090909090909092,3558090718,3558131891,38,"False",32,32,6,124,97.1875
7.,17020,11789293,"nhzp339",786863.73,13,"Y",768518.52,6,2482,2500,457,418,1,"N",5,66,5,6,0,54.54545454545454,3717672536,3717701934,81,"False",13,13,61,109,86.53846153846153
7.,14275,19849563,"ACRush",7.19,45,"Y",260.58,8,2552,2510,342,325,1,"N",4,18,7,4,0,36.36363636363637,3495897927,3495972847,22,"False",45,45,80,141,109.44444444444444
7.,15154,19849563,"ACRush",551870.46,27,"Y",531080.31,9,2696,2631,283,297,1,"N",9,26,8,3,0,27.27272727272727,3558089928,3558131840,31,"False",27,27,28,398,335.0740740740741
7.,14275,22653720,"ainu7",6.94,31,"Y",269.65,7,2153,2179,578,521,1,"N",7,13,6,5,0,45.45454545454545,3495890946,3495970892,13,"False",31,31,27,124,113.70967741935483
7.,15154,22653720,"ainu7",763020.53,8,"Y",770777.63,1,2655,2767,367,418,1,"Y",2,23,0,11,0,100.,3558090103,3558131495,23,"False",8,8,9,176,88.5
7.,17020,22653720,"ainu7",674514.51,13,"Y",677778.85,7,2785,2747,290,280,1,"N",8,35,6,5,0,45.45454545454545,3717671417,3717701963,36,"False",13,13,28,187,114.61538461538461
7.,14275,22682274,"chokudai",8.13,53,"Y",306.3,2,2430,2547,390,417,1,"N",1,11,1,10,0,90.9090909090909,3495895516,3495969745,12,"False",53,53,17,89,81.22641509433963
7.,15154,22682274,"chokudai",670719.32,34,"Y",672242.48,4,2641,2667,326,302,1,"N",4,16,3,8,0,72.72727272727273,3558090658,3558130815,17,"False",34,34,7,142,139.44117647058823
7.,17020,22682274,"chokudai",910018.74,80,"Y",898290.93,2,2657,2730,399,399,1,"N",2,25,1,10,0,90.9090909090909,3717673001,3717701690,26,"False",79,79,72,108,94.27848101265823
7.,14275,22689544,"wata",7.92,26,"Y",307.21,1,2533,2668,321,413,1,"N",2,14,0,11,0,100.,3495891934,3495972160,14,"False",26,26,50,95,77.1923076923077
7.,15154,22689544,"wata",592028.62,13,"Y",611741.43,7,2957,2893,397,389,1,"N",7,19,6,5,0,45.45454545454545,3558090590,3558131900,19,"False",13,13,2,278,162.15384615384616
8.,14264,20337184,"googlesmkm",21.57,1,"Y",206.79,157,812,759,371,339,1,"N",158,8,156,12,17,7.142857142857142,3482259598,3482259598,6,"False",1,1,1,1,1.
8.,15137,20337184,"googlesmkm",149.38,8,"Y",1491.65,43,815,869,315,295,1,"N",43,10,42,82,21,66.12903225806451,3546821243,3547380832,9,"False",8,8,2,2,2.
8.,13897,21990198,"alecn2002",83.58,2,"Y",836.42,106,1053,1087,337,309,1,"N",105,24,104,116,0,52.72727272727272,3455103803,3455115618,25,"False",2,2,57,76,66.5
8.,15137,21990198,"alecn2002",273.8,1,"Y",2732.17,27,877,994,183,290,1,"N",27,35,26,119,0,82.06896551724138,3546949851,3546949851,43,"False",1,1,85,85,85.
8.,13897,22677203,"Nil_ct",88.49,4,"Y",883.89,49,1386,1438,213,216,1,"N",49,17,48,172,0,78.18181818181819,3455080953,3455856301,17,"False",4,4,93,93,102.75
8.,15137,22677203,"Nil_ct",203.54,3,"Y",2035.56,33,1469,1449,188,173,1,"N",33,29,32,113,0,77.93103448275862,3546237043,3547205026,31,"False",3,3,29,255,106.
8.,13897,22697599,"ltaravilse",84.81,30,"Y",849,91,1485,1458,243,218,1,"N",90,8,90,130,0,59.09090909090909,3454857534,3455808646,9,"False",30,30,1,77,57.8
8.,14264,22697599,"ltaravilse",48.31,11,"Y",466,41,1494,1510,184,165,1,"N",38,11,40,145,0,78.37837837837837,3482852208,3483167193,14,"False",11,11,59,71,66.36363636363636
8.,15137,22697599,"ltaravilse",341.4,2,"Y",3409.81,23,1525,1542,303,273,1,"N",23,20,22,123,0,84.82758620689656,3546409870,3547010196,23,"False",2,2,7,17,12.
8.,14264,22703486,"zentropy",43.29,5,"Y",426.03,64,1434,1424,303,268,1,"N",65,10,63,122,0,65.94594594594595,3482143260,3483090258,13,"False",5,5,27,84,54.2
8.,15137,22703486,"zentropy",146.69,1,"Y",1462.62,72,1120,1075,465,422,1,"N",72,14,71,74,0,51.03448275862069,3547380181,3547380181,16,"False",1,1,51,51,51.
8.,13897,22713690,"SubCero",82.26,9,"Y",825.28,114,1146,1161,204,183,1,"N",113,11,112,108,0,49.09090909090909,3454924731,3455864160,13,"False",9,9,3,158,83.44444444444444
8.,15137,22713690,"SubCero",149.38,3,"Y",1491.65,43,1213,1192,201,184,1,"N",43,22,42,82,21,66.12903225806451,3546910786,3547330085,27,"False",3,3,4,4,4.
8.,14264,22721513,"clocy",32.95,14,"Y",323.09,127,910,911,385,301,1,"N",123,2,126,59,0,31.891891891891895,3482466603,3483272408,2,"False",14,14,59,62,63.214285714285715
8.,15137,22721513,"clocy",95.35,3,"Y",952.26,98,961,896,259,242,1,"N",98,4,97,48,0,33.10344827586207,3546615648,3546839954,4,"False",3,3,16,46,36.
8.,14264,22741614,"mcw1142",33.83,4,"Y",336.57,113,1138,1120,225,202,1,"N",115,11,112,73,0,39.45945945945946,3482079112,3482451615,12,"False",4,4,5,40,29.75
8.,15137,22741614,"mcw1142",177.85,2,"Y",1774.53,37,927,999,199,229,1,"N",37,20,36,109,0,75.17241379310344,3546966815,3547176042,22,"False",2,2,5,11,8.
8.,14264,22846762,"microsky",21.57,1,"Y",206.79,157,612,582,385,303,1,"N",158,2,156,12,17,7.142857142857142,3482141158,3482141158,1,"False",1,1,1,1,1.
8.,15137,22846762,"microsky",1079.25,15,"Y",11093.62,19,1111,1230,272,331,1,"N",19,12,18,127,0,87.58620689655172,3546236103,3546950440,10,"False",14,14,20,154,65.64285714285714
9.,13964,153555,"smudge",34928.49,9,"Y",110103.65,64,1034,1126,263,278,1,"N",80,7,63,126,0,66.66666666666666,3463612526,3464209244,9,"False",9,9,30,83,70.33333333333333
9.,14672,153555,"smudge",27.56,1,"Y",279.7,89,1131,1168,279,260,1,"N",90,18,88,138,0,61.06194690265486,3528836794,3528836794,22,"False",1,1,32,32,32.
9.,13964,7213681,"wleite",45657.59,18,"Y",135034.16,2,2417,2454,236,229,1,"N",2,39,1,188,0,99.47089947089947,3463504047,3464598321,43,"False",17,17,41,245,185.35294117647058
9.,14412,7213681,"wleite",69.46,11,"Y",1414.47,26,2516,2445,170,228,1,"N",1,52,25,251,0,90.94202898550725,3497202098,3498336528,57,"False",11,11,42,85,60.81818181818182
9.,14672,7213681,"wleite",86.26,23,"Y",857.69,3,2474,2512,364,342,1,"N",3,60,2,224,0,99.11504424778761,3528467383,3529670344,65,"False",23,23,15,149,103.52173913043478
9.,13964,7461533,"mmammel",36575.59,5,"Y",105522.44,76,1295,1309,312,277,1,"N",65,11,75,114,0,60.317460317460316,3463496491,3464046918,10,"False",5,5,42,94,81.
9.,14412,7461533,"mmammel",64.96,4,"Y",1295.28,106,1480,1465,242,218,1,"N",111,19,105,171,0,61.95652173913043,3497276228,3498080906,19,"False",4,4,49,77,67.25
9.,14672,7461533,"mmammel",24.24,1,"Y",238.92,105,1450,1408,269,255,1,"N",103,24,104,122,0,53.98230088495575,3529016836,3529016836,24,"False",1,1,41,41,41.
9.,13964,14883513,"ZLATKO",30828.96,7,"Y",92405.17,107,889,934,283,270,1,"N",103,34,106,83,0,43.91534391534391,3464279726,3464575981,43,"False",7,7,58,82,72.
9.,14412,14883513,"ZLATKO",52.72,10,"Y",1054.36,156,933,976,157,167,1,"N",159,41,155,121,0,43.84057971014493,3497384143,3497990046,52,"False",10,0,"","",""
9.,13964,15781032,"brajeshlkw",41785.02,43,"Y",126486.67,23,1502,1565,283,286,1,"N",22,52,22,167,0,88.35978835978835,3463476730,3464606118,66,"False",43,0,"","",""
9.,14412,15781032,"brajeshlkw",65.89,19,"Y",1293.25,107,1595,1560,217,209,1,"N",105,64,106,170,0,61.59420289855072,3497284646,3498398513,80,"False",19,0,"","",""
9.,14672,15781032,"brajeshlkw",48.48,13,"Y",491.31,42,1395,1439,174,182,1,"N",42,73,41,185,0,81.85840707964603,3528812859,3529673329,89,"False",13,0,"","",""
9.,13964,15795618,"linubik",30128.63,11,"Y",87218.27,119,1051,1054,343,305,1,"N",110,15,118,71,0,37.56613756613756,3463675697,3464527155,11,"False",9,9,37,48,53.
9.,14412,15795618,"linubik",58.95,4,"Y",1148.99,150,1006,1034,431,390,1,"N",149,22,149,127,0,46.01449275362319,3497277603,3498363259,19,"False",4,4,5,62,43.75
9.,13964,20994662,"baseballnut",24751.58,4,"Y",72060.87,136,1124,1101,137,132,1,"N",134,40,135,54,0,28.57142857142857,3463499238,3464564727,42,"False",4,4,5,52,20.75
9.,14412,20994662,"baseballnut",34.08,10,"Y",686.46,193,1337,1264,262,280,1,"N",194,49,192,84,0,30.434782608695656,3497189285,3498322830,52,"False",10,10,10,139,65.5
9.,14672,20994662,"baseballnut",37.56,7,"Y",386.39,71,1322,1341,270,247,1,"N",72,55,70,156,0,69.02654867256636,3528501045,3529519381,58,"False",7,7,17,59,40.57142857142857
9.,13964,21972336,"andrew_g",36125.41,9,"Y",104279.65,81,1367,1354,301,249,1,"N",69,3,80,109,0,57.67195767195767,3463555292,3464082212,3,"False",9,9,113,279,174.33333333333334
9.,14412,21972336,"andrew_g",67.18,5,"Y",1335.95,86,1249,1315,268,255,1,"N",85,5,85,191,0,69.20289855072464,3497430007,3497909390,5,"False",5,5,120,285,198.4
9.,13964,21990198,"alecn2002",29779.6,7,"Y",96663.48,98,1087,1106,309,279,1,"N",113,25,97,92,0,48.67724867724868,3463552839,3464008484,27,"False",7,7,67,167,115.57142857142857
9.,14412,21990198,"alecn2002",27.97,4,"Y",562.46,206,944,927,220,201,1,"N",206,31,205,71,0,25.724637681159418,3497285673,3497546441,35,"False",4,4,94,154,119.5
9.,14672,21990198,"alecn2002",13.78,2,"Y",135.28,162,864,877,202,183,1,"N",158,34,161,65,0,28.761061946902654,3528561929,3528637842,38,"False",2,2,17,14,15.5
9.,13964,22000198,"murrayr",44539.12,6,"Y",131654.37,8,2151,2170,263,242,1,"N",8,30,7,182,0,96.29629629629629,3463593727,3464542586,37,"False",6,6,159,281,236.16666666666666
9.,14672,22000198,"murrayr",70.3,6,"Y",705.01,17,2116,2108,210,191,1,"N",17,38,16,210,0,92.92035398230088,3528559457,3529345527,46,"False",6,6,135,315,213.66666666666666
9.,13964,22020968,"QASH",24352.15,16,"Y",72604.48,135,1059,1046,245,215,1,"N",135,8,134,55,0,29.100529100529098,3463449422,3463800692,9,"False",14,14,15,65,28.357142857142858
9.,14672,22020968,"QASH",0.97,4,"Y",11.82,212,945,868,227,249,1,"N",213,13,211,15,0,6.637168141592921,3528681009,3528753538,15,"False",4,4,2,3,2.25
9.,13964,22656472,"walkerboh",40393.43,1,"Y",127707.91,18,1621,1677,206,216,1,"N",33,24,17,172,0,91.005291005291,3464204377,3464204377,26,"False",1,1,109,109,109.
9.,14412,22656472,"walkerboh",66.69,5,"Y",1334.78,89,1663,1637,235,218,1,"N",95,29,88,188,0,68.11594202898551,3497226787,3498148020,32,"False",5,5,18,98,66.2
9.,14672,22656472,"walkerboh",71.71,2,"Y",721.83,12,1685,1768,262,290,1,"N",14,33,11,215,0,95.13274336283186,3529002460,3529608538,36,"False",2,2,24,171,97.5
9.,13964,22659422,"levlam",43777.87,4,"Y",128957.83,14,1907,1937,250,229,1,"N",13,14,13,176,0,93.12169312169311,3464173811,3464346192,14,"False",4,4,61,96,90.
9.,14412,22659422,"levlam",69.46,1,"Y",1415.73,1,2059,2096,221,214,1,"N",1,19,0,260,16,100.,3498117410,3498117410,20,"False",1,1,38,38,38.
9.,13964,22662340,"restricteur",38198.01,10,"Y",110538.22,63,1231,1271,225,215,1,"N",56,17,62,127,0,67.1957671957672,3463519950,3464548363,18,"False",9,9,6,115,65.
9.,14672,22662340,"restricteur",46.49,3,"Y",454.25,53,1468,1490,277,252,1,"N",48,27,52,174,0,76.99115044247787,3528984325,3529005301,29,"False",3,3,2,21,10.
9.,13964,22663371,"AjJi",14367.7,6,"Y",40408.36,163,806,820,177,159,1,"N",161,13,162,27,0,14.285714285714285,3463650726,3463881182,12,"False",4,4,22,27,24.5
9.,14412,22663371,"AjJi",52.27,3,"Y",1041.08,159,707,791,259,283,1,"N",160,15,158,118,0,42.7536231884058,3497237971,3497467046,14,"False",3,3,16,28,22.333333333333332
9.,13964,22685656,"Mimino",42826.35,10,"Y",127771.37,17,2040,2034,257,233,1,"N",18,22,16,173,0,91.53439153439153,3463597279,3464409875,23,"False",10,10,105,122,117.8
9.,14412,22685656,"Mimino",69.33,4,"Y",1411.01,33,2181,2143,286,271,1,"N",49,26,32,244,0,88.40579710144928,3497276413,3498382407,28,"False",4,4,29,44,40.
9.,13964,22696357,"nodchip",39491.6,7,"Y",115855.31,48,1309,1370,300,289,1,"N",40,12,47,142,0,75.13227513227513,3463452695,3464388739,16,"False",7,7,63,87,79.28571428571429
9.,14412,22696357,"nodchip",66.73,3,"Y",1334.19,90,1587,1577,352,314,1,"N",93,17,89,187,0,67.7536231884058,3497425609,3497694730,22,"False",3,3,28,29,28.666666666666668
9.,13964,22703486,"zentropy",29793.41,5,"Y",80951.81,127,824,880,333,286,1,"N",112,3,126,63,0,33.33333333333333,3464580419,3464608724,5,"False",4,4,79,80,82.75
9.,14412,22703486,"zentropy",65.93,2,"Y",1304.07,102,1277,1308,365,329,1,"N",103,12,101,175,0,63.40579710144928,3498178542,3498191416,15,"False",2,2,49,55,52.
9.,13964,22706183,"jesdes",38436.89,6,"Y",110764.04,62,1176,1236,231,230,1,"N",51,8,61,128,0,67.72486772486772,3464436941,3464613649,8,"False",6,6,31,48,42.5
9.,14412,22706183,"jesdes",7.32,1,"Y",151.51,265,1024,911,176,271,1,"N",266,16,264,12,0,4.3478260869565215,3497615716,3497615716,17,"False",1,1,13,13,13.
9.,13964,22718258,"[MinWoo]",38525.07,6,"Y",114991.77,49,1004,1151,237,319,1,"N",50,6,48,141,0,74.60317460317461,3463750385,3464528085,5,"False",6,6,54,114,91.16666666666667
9.,14412,22718258,"[MinWoo]",35.14,3,"Y",682.87,194,1074,1037,370,334,1,"N",192,11,193,83,0,30.07246376811594,3497363661,3497365251,9,"False",3,3,40,40,40.
